"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 28 19:09:21 UTC 2026","Tue Jul 28 19:09:29 UTC 2026","8486","","org.taf.web.specs.demoQA.PracticeFormNegativeTest","","org.taf.web.specs.demoQA.PracticeFormNegativeTest","submit_empty_form_shows_validation","submit empty form shows validation (Page)",""
"passed","Tue Jul 28 19:09:21 UTC 2026","Tue Jul 28 19:09:26 UTC 2026","5064","","org.taf.web.specs.archTestSpec.SampleAdminWebTest","","org.taf.web.specs.archTestSpec.SampleAdminWebTest","REDACTED_url_configured","REDACTED url configured (Page)",""
"passed","Tue Jul 28 19:09:29 UTC 2026","Tue Jul 28 19:09:34 UTC 2026","5114","","org.taf.web.specs.demoQA.PracticeFormNegativeTest","","org.taf.web.specs.demoQA.PracticeFormNegativeTest","submit_with_invalid_mobile_shows_validation","submit with invalid mobile shows validation (Page)",""
"passed","Tue Jul 28 19:09:21 UTC 2026","Tue Jul 28 19:09:27 UTC 2026","6455","","org.taf.web.specs.demoQA.PracticeFormPositiveTest","","org.taf.web.specs.demoQA.PracticeFormPositiveTest","submit_form_with_all_fields_filled","submit form with all fields filled (Page)",""
"passed","Tue Jul 28 19:09:27 UTC 2026","Tue Jul 28 19:09:30 UTC 2026","2658","","org.taf.web.specs.demoQA.PracticeFormPositiveTest","","org.taf.web.specs.demoQA.PracticeFormPositiveTest","state_city_dropdowns_are_dependent","state city dropdowns are dependent (Page)",""
"failed","Tue Jul 28 19:09:34 UTC 2026","Tue Jul 28 19:09:36 UTC 2026","2320","","org.taf.web.specs.demoQA.PracticeFormNegativeTest","","org.taf.web.specs.demoQA.PracticeFormNegativeTest","allure_screenshot_on_failure","allure screenshot on failure (Page)",""
"passed","Tue Jul 28 19:09:30 UTC 2026","Tue Jul 28 19:09:32 UTC 2026","2343","","org.taf.web.specs.demoQA.PracticeFormPositiveTest","","org.taf.web.specs.demoQA.PracticeFormPositiveTest","submit_form_with_only_required_fields","submit form with only required fields (Page)",""
"passed","Tue Jul 28 19:09:26 UTC 2026","Tue Jul 28 19:09:28 UTC 2026","1854","","org.taf.web.specs.archTestSpec.SampleAdminWebTest","","org.taf.web.specs.archTestSpec.SampleAdminWebTest","navigates_to_REDACTED_url","navigates to REDACTED url (Page)",""
